INFO  24-01-14 17:15:45[Test worker] [FootbolicApplicationTests:50] - Starting FootbolicApplicationTests using Java 20.0.2.1 with PID 21657 (started by test in /Users/test/Desktop/git/footbolic/footbolic-BE/footbolic)
INFO  24-01-14 17:15:45[Test worker] [FootbolicApplicationTests:653] - No active profile set, falling back to 1 default profile: "default"
INFO  24-01-14 17:15:46[Test worker] [RepositoryConfigurationDelegate:139] - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
INFO  24-01-14 17:15:46[Test worker] [RepositoryConfigurationDelegate:208] - Finished Spring Data repository scanning in 19 ms. Found 0 JPA repository interfaces.
INFO  24-01-14 17:15:46[Test worker] [LogHelper:31] - HHH000204: Processing PersistenceUnitInfo [name: default]
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.lang.Short -> org.hibernate.type.BasicTypeReference@489f62a3
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration integer -> org.hibernate.type.BasicTypeReference@6e068ac9
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration int -> org.hibernate.type.BasicTypeReference@6e068ac9
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.lang.Integer -> org.hibernate.type.BasicTypeReference@6e068ac9
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration long -> org.hibernate.type.BasicTypeReference@3d0352
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration long -> org.hibernate.type.BasicTypeReference@3d0352
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.lang.Long -> org.hibernate.type.BasicTypeReference@3d0352
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration float -> org.hibernate.type.BasicTypeReference@bb6f3f7
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration float -> org.hibernate.type.BasicTypeReference@bb6f3f7
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.lang.Float -> org.hibernate.type.BasicTypeReference@bb6f3f7
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration double -> org.hibernate.type.BasicTypeReference@388f1258
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration double -> org.hibernate.type.BasicTypeReference@388f1258
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.lang.Double -> org.hibernate.type.BasicTypeReference@388f1258
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration big_integer -> org.hibernate.type.BasicTypeReference@62058742
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.math.BigInteger -> org.hibernate.type.BasicTypeReference@62058742
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration big_decimal -> org.hibernate.type.BasicTypeReference@aca2fc3
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.math.BigDecimal -> org.hibernate.type.BasicTypeReference@aca2fc3
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration character -> org.hibernate.type.BasicTypeReference@36df4c26
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration char -> org.hibernate.type.BasicTypeReference@36df4c26
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.lang.Character -> org.hibernate.type.BasicTypeReference@36df4c26
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration character_nchar -> org.hibernate.type.BasicTypeReference@76828577
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration string -> org.hibernate.type.BasicTypeReference@38732372
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.lang.String -> org.hibernate.type.BasicTypeReference@38732372
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration nstring -> org.hibernate.type.BasicTypeReference@639cb788
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration characters -> org.hibernate.type.BasicTypeReference@2fee69a1
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration char[] -> org.hibernate.type.BasicTypeReference@2fee69a1
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration [C -> org.hibernate.type.BasicTypeReference@2fee69a1
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration wrapper-characters -> org.hibernate.type.BasicTypeReference@4d25f816
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration text -> org.hibernate.type.BasicTypeReference@6c6c2a73
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration ntext -> org.hibernate.type.BasicTypeReference@6a4af081
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration clob -> org.hibernate.type.BasicTypeReference@36b53f08
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.sql.Clob -> org.hibernate.type.BasicTypeReference@36b53f08
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration nclob -> org.hibernate.type.BasicTypeReference@54329480
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.sql.NClob -> org.hibernate.type.BasicTypeReference@54329480
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration materialized_clob -> org.hibernate.type.BasicTypeReference@590013c7
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration materialized_clob_char_array -> org.hibernate.type.BasicTypeReference@64f32e9e
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration materialized_clob_character_array -> org.hibernate.type.BasicTypeReference@7b211077
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration materialized_nclob -> org.hibernate.type.BasicTypeReference@3b770d07
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration materialized_nclob_character_array -> org.hibernate.type.BasicTypeReference@62b0bf85
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration materialized_nclob_char_array -> org.hibernate.type.BasicTypeReference@1fcaea93
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration Duration -> org.hibernate.type.BasicTypeReference@6c9bf3b5
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.Duration -> org.hibernate.type.BasicTypeReference@6c9bf3b5
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration LocalDateTime -> org.hibernate.type.BasicTypeReference@6f07d414
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.LocalDateTime -> org.hibernate.type.BasicTypeReference@6f07d414
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration LocalDate -> org.hibernate.type.BasicTypeReference@8ac12e6
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.LocalDate -> org.hibernate.type.BasicTypeReference@8ac12e6
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration LocalTime -> org.hibernate.type.BasicTypeReference@40faff12
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.LocalTime -> org.hibernate.type.BasicTypeReference@40faff12
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration OffsetDateTime -> org.hibernate.type.BasicTypeReference@734fbae3
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.BasicTypeReference@734fbae3
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration OffsetDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@223967ea
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration OffsetDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@4a6a6a69
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration OffsetTime -> org.hibernate.type.BasicTypeReference@5d7f1e59
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.OffsetTime -> org.hibernate.type.BasicTypeReference@5d7f1e59
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration OffsetTimeUtc -> org.hibernate.type.BasicTypeReference@53e93fb7
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration OffsetTimeWithTimezone -> org.hibernate.type.BasicTypeReference@3a861417
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration OffsetTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@2326180c
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration ZonedDateTime -> org.hibernate.type.BasicTypeReference@68e47e7
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.BasicTypeReference@68e47e7
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration ZonedDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@1c00d406
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration ZonedDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@16ac4d3d
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration date -> org.hibernate.type.BasicTypeReference@559d19c
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.sql.Date -> org.hibernate.type.BasicTypeReference@559d19c
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration time -> org.hibernate.type.BasicTypeReference@719c1faf
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.sql.Time -> org.hibernate.type.BasicTypeReference@719c1faf
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration timestamp -> org.hibernate.type.BasicTypeReference@6ba6557e
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.sql.Timestamp -> org.hibernate.type.BasicTypeReference@6ba6557e
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.util.Date -> org.hibernate.type.BasicTypeReference@6ba6557e
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration calendar -> org.hibernate.type.BasicTypeReference@1f172892
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.util.Calendar -> org.hibernate.type.BasicTypeReference@1f172892
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.BasicTypeReference@1f172892
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration calendar_date -> org.hibernate.type.BasicTypeReference@5409dfdd
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration calendar_time -> org.hibernate.type.BasicTypeReference@45f9d394
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration instant -> org.hibernate.type.BasicTypeReference@1c2d63f0
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.Instant -> org.hibernate.type.BasicTypeReference@1c2d63f0
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration uuid -> org.hibernate.type.BasicTypeReference@3a588b5f
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.util.UUID -> org.hibernate.type.BasicTypeReference@3a588b5f
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration pg-uuid -> org.hibernate.type.BasicTypeReference@3a588b5f
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration uuid-binary -> org.hibernate.type.BasicTypeReference@20b54cfe
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration uuid-char -> org.hibernate.type.BasicTypeReference@2bdb5e0f
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration class -> org.hibernate.type.BasicTypeReference@5c9e8a67
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.lang.Class -> org.hibernate.type.BasicTypeReference@5c9e8a67
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration currency -> org.hibernate.type.BasicTypeReference@2262f0d8
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration Currency -> org.hibernate.type.BasicTypeReference@2262f0d8
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.util.Currency -> org.hibernate.type.BasicTypeReference@2262f0d8
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration locale -> org.hibernate.type.BasicTypeReference@283a8ad6
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.util.Locale -> org.hibernate.type.BasicTypeReference@283a8ad6
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration serializable -> org.hibernate.type.BasicTypeReference@59e082f8
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.io.Serializable -> org.hibernate.type.BasicTypeReference@59e082f8
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration timezone -> org.hibernate.type.BasicTypeReference@7185e611
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.util.TimeZone -> org.hibernate.type.BasicTypeReference@7185e611
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration ZoneOffset -> org.hibernate.type.BasicTypeReference@44d43cc9
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.time.ZoneOffset -> org.hibernate.type.BasicTypeReference@44d43cc9
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration url -> org.hibernate.type.BasicTypeReference@384472bf
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration java.net.URL -> org.hibernate.type.BasicTypeReference@384472bf
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration row_version -> org.hibernate.type.BasicTypeReference@656ec00d
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration object -> org.hibernate.type.JavaObjectType@26d40c77
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration java.lang.Object -> org.hibernate.type.JavaObjectType@26d40c77
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration null -> org.hibernate.type.NullType@5d3f99d7
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration imm_date -> org.hibernate.type.BasicTypeReference@561d88ee
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration imm_time -> org.hibernate.type.BasicTypeReference@2c34402
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration imm_timestamp -> org.hibernate.type.BasicTypeReference@7e58f697
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration imm_calendar -> org.hibernate.type.BasicTypeReference@44384b4a
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration imm_calendar_date -> org.hibernate.type.BasicTypeReference@5cc3e49b
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration imm_calendar_time -> org.hibernate.type.BasicTypeReference@4239262e
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration imm_binary -> org.hibernate.type.BasicTypeReference@7bec8cb0
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:410] - Adding type registration imm_serializable -> org.hibernate.type.BasicTypeReference@7d88fa9c
INFO  24-01-14 17:15:47[Test worker] [SpringPersistenceUnitInfo:87] - No LoadTimeWeaver setup: ignoring JPA class transformer
INFO  24-01-14 17:15:47[Test worker] [HikariDataSource:110] - HikariPool-1 - Starting...
INFO  24-01-14 17:15:47[Test worker] [HikariPool:565] - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3cad24ae
INFO  24-01-14 17:15:47[Test worker] [HikariDataSource:123] - HikariPool-1 - Start completed.
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(12, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@1a06602f) replaced previous registration(org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@46591e98)
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(-9, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@5b6cc344) replaced previous registration(org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@2110684a)
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(-3, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@83e635f) replaced previous registration(org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@61d011e)
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(4003, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@3b56947a) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@1926f962)
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(4001, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@62794582) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@c82ad22)
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(4002, org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@3f80d8c) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@2d3b0978)
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(2004, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@5c60c08) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@1cb44a2f)
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(2005, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@5fe3b058) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@2a661215)
DEBUG 24-01-14 17:15:47[Test worker] [DdlTypeRegistry:64] - addDescriptor(2011, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@1f75fd1d) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@212e39ee)
DEBUG 24-01-14 17:15:47[Test worker] [JdbcTypeRegistry:58] - addDescriptor(NCharTypeDescriptor) replaced previous registration(CharTypeDescriptor)
DEBUG 24-01-14 17:15:47[Test worker] [JdbcTypeRegistry:58] - addDescriptor(NVarcharTypeDescriptor) replaced previous registration(VarcharTypeDescriptor)
DEBUG 24-01-14 17:15:47[Test worker] [JdbcTypeRegistry:58] - addDescriptor(LongNVarcharTypeDescriptor) replaced previous registration(LongVarcharTypeDescriptor)
DEBUG 24-01-14 17:15:47[Test worker] [JdbcTypeRegistry:58] - addDescriptor(NClobTypeDescriptor(DEFAULT)) replaced previous registration(ClobTypeDescriptor(DEFAULT))
DEBUG 24-01-14 17:15:47[Test worker] [JdbcTypeRegistry:66] - addDescriptor(2005, ClobTypeDescriptor(STREAM_BINDING)) replaced previous registration(ClobTypeDescriptor(DEFAULT))
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration null -> org.hibernate.type.NullType@54f373d4
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:389] - Type registration key [null] overrode previous entry : `org.hibernate.type.NullType@5d3f99d7`
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration Duration -> basicType@1(java.time.Duration,2)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration java.time.Duration -> basicType@1(java.time.Duration,2)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration org.hibernate.type.OffsetDateTimeType -> basicType@2(java.time.OffsetDateTime,3003)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration OffsetDateTime -> basicType@2(java.time.OffsetDateTime,3003)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration java.time.OffsetDateTime -> basicType@2(java.time.OffsetDateTime,3003)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration org.hibernate.type.ZonedDateTimeType -> basicType@3(java.time.ZonedDateTime,3003)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration ZonedDateTime -> basicType@3(java.time.ZonedDateTime,3003)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration java.time.ZonedDateTime -> basicType@3(java.time.ZonedDateTime,3003)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration org.hibernate.type.OffsetTimeType -> basicType@4(java.time.OffsetTime,3007)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration OffsetTime -> basicType@4(java.time.OffsetTime,3007)
DEBUG 24-01-14 17:15:47[Test worker] [BasicTypeRegistry:385] - Adding type registration java.time.OffsetTime -> basicType@4(java.time.OffsetTime,3007)
DEBUG 24-01-14 17:15:47[Test worker] [TypeConfiguration$Scope:192] - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@5960f17] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@1d1b3620]
INFO  24-01-14 17:15:48[Test worker] [JtaPlatformInitiator:58] - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
